"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"13415","800","Wear your gemstone, choose your power. Black network jasper gemstones are strung along an elastic band with a “Energy” charm dangling. Stick with this empowering bracelet…or choose another favorite color or your favorite trait - the choice is yours. These are fun to stack, or wear as one, but an absolute essential in your wardrobe!","Power Beads Natural Stone Bracelet","Boho Chic","Grey","Bracelets","Silver","","Stretch, beads, natural stone, stone, black, jasper, energy, bracelet",380,"13413","Silver toned plating over brass with colorful natural black network jasper beads","Stretch | Style # 13400-13415","Designed in the USA",8.5,19.99
"13405","800","Wear your gemstone, choose your power. Black agate gemstones are strung along an elastic band with a “Courage” charm dangling. Stick with this empowering bracelet…or choose another favorite color or your favorite trait - the choice is yours. These are fun to stack, or wear as one, but an absolute essential in your wardrobe!","Power Beads Natural Stone Bracelet","Boho Chic","Black","Bracelets","Gold","","Stretch, beads, natural stone, stone, courage, black agate, bracelet",380,"13413","Gold toned plating over brass with colorful natural black agate beads","Stretch | Style # 13400-13415","Designed in the USA",8.5,19.99
"18001LBLK","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Black","Bracelets","Gold","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, bracelet",230,"18001LGLD","Antique gold toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LCHR","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Navy","Bracelets","Gold","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, charcoal, dark blue, bracelet",230,"18001LGLD","Antique gold toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LRED","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Maroon","Bracelets","Gold","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, maroon, bracelet",230,"18001LGLD","Antique gold toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LGRY","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Grey","Bracelets","Silver","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, bracelet",230,"18001LGLD","Antique silver toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LGLD","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Brown","Bracelets","Gold","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, bracelet",230,"18001LGLD","Antique gold toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LGRN","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Green","Bracelets","Gold","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, orange, bracelet",230,"18001LGLD","Antique gold toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LNVY","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Navy","Bracelets","Silver","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, navy, black, bracelet",230,"18001LGLD","Antique silver toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LLTB","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Turquoise","Bracelets","Silver","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, light blue, bracelet",230,"18001LGLD","Antique silver toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18001LPNK","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the faux leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Pink","Bracelets","Silver","","Adjustable, druzy, teardrop, faux leather, solid, bugle beads, blush, bracelet",230,"18001LGLD","Antique silver toned plating over brass with with faux druzy stone and faux leather band","Adjustable | Drawstring closure |Style # 18001","Designed in the USA",7.5,19.99
"18002LGRN","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Green","Bracelets","Gold","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, shimmery, grey, bracelet",230,"18002LWHT","Antique gold toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LWHT","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","White","Bracelets","Gold","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, bracelet",230,"18002LWHT","Antique gold toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LMDN","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Navy","Bracelets","Gold","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, bracelet",230,"18002LWHT","Antique gold toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LSLV","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Silver","Bracelets","Silver","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, snakeskin, bracelet",230,"18002LWHT","Antique silver toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LGRY","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Grey","Bracelets","Silver","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, black, white, bracelet",230,"18002LWHT","Antique silver toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LBLK","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Black","Bracelets","Silver","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, brown, bracelet",230,"18002LWHT","Antique silver toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LBLU","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Blue","Bracelets","Silver","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, dark blue, bracelet",230,"18002LWHT","Antique silver toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LPRP","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Purple","Bracelets","Gold","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, grey, bracelet",230,"18002LWHT","Antique gold toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18002LGLD","800","Lightweight, subtle but striking, and one size fits all. Have we sold you? This is a ""must have""bracelet this season and we couldn`t be more in love.  The antique brass pull cord closure makes this beauty a one size fits all style. With the faux druzy focal accompanied by a bead cluster which lays on top of the genuine leather band, this style will have all eyes on you! As if these weren`t enough, we have incorporated Druzy Stud Earrings and an Adjustable Druzy Necklace to go along with this show-stopping look, you have to check them out!","Adjustable Druzy Bracelet","Boho Chic","Brown","Bracelets","Gold","","Adjustable, druzy, teardrop, real leather, pattern, bugle beads, bracelet",230,"18002LWHT","Antique gold toned plating over brass with with faux druzy stone and real leather band","Adjustable | Drawstring closure |Style # 18002","Designed in the USA",7.5,19.99
"18003LGRN","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Green","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, blue agate, green agate, bracelet",390,"18003LGRN","Gold toned plating over metal base with natural green agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LBNZ","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Brown","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, tiger`s jasper, jasper, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural Tiger's Jasper stone and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LIVR","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","White","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, pink ocean agate, agate, bracelet",390,"18003LGRN","Gold toned plating over metal base with natural pink ocean agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LDPR","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Purple","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, dark amethyst, amethyst, bracelet",390,"18003LGRN","Gold toned plating over metal base with natural violet agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LGRY","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Grey","Bracelets","Silver","","Wrap, wrap bracelet, adjustable, stone, natural stone, red agate, agate, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural red agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LCPR","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Orange","Bracelets","Silver","","Wrap, wrap bracelet, adjustable, stone, natural stone, red leopard skin, agate, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural Red Leopard Skin and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LPRP","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Pink","Bracelets","Silver","","Wrap, Wrap Bracelet, Adjustable, Stone, Natural Stone, Natural Amethyst, Agate, Bracelet",390,"18003LGRN","Silver Toned Plating Over Metal Base With Natural Amethyst And Faux Leather Band","Adjustable | Buckle Closure | Style # 18003","Designed In The USA",10,24.99
"18003LBLK","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Black","Bracelets","Silver","","Wrap, wrap bracelet, adjustable, stone, natural stone, black agate, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural black agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LLGD","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Gold","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, light grey agate, bracelet",390,"18003LGRN","Gold toned plating over metal base with natural grey agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LTAN","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Tan/Beige","Bracelets","Gold","","Wrap, wrap bracelet, adjustable, stone, natural stone, perlato sicilia, agate, bracelet",390,"18003LGRN","Gold toned plating over metal base with natural perlato sicilia and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LDTL","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Blue","Bracelets","Silver","","Wrap, wrap bracelet, adjustable, stone, natural stone, grey agate, agate, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural grey agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18003LNVY","800","Earthy tones, a natural gemstone, and wrapped wire, can you say boho chic? Wrap this trendy bracelet around your wrist for a layered look to top off your ensemble!","Boho Stone Wrap Bracelet","Boho Chic","Navy","Bracelets","Silver","","Wrap, wrap bracelet, adjustable, stone, natural stone, blue agate, agate, bracelet",390,"18003LGRN","Silver toned plating over metal base with natural blue agate and faux leather band","Adjustable | Buckle closure | Style # 18003","Designed in the USA",10,24.99
"18028LPRP","800","Dainty in size, but big in style! Less is more often times and this season we have a trio of what may be your new staple pieces you wear every day. An adjustable pull cord closure makes these one size fits all and so easy for you to put on and take off.","Adjustable Thread Beaded Bracelets","Boho Chic","Purple","Bracelets","","","Beaded, friendship, thread, adjustable, pink, blue",310,"18028LBRN","Nylon thread with glass and plastic beads | Hand-made","Adjustable | Style # 18028","Designed in the USA",6,14.99
"18028LGRN","800","Dainty in size, but big in style! Less is more often times and this season we have a trio of what may be your new staple pieces you wear every day. An adjustable pull cord closure makes these one size fits all and so easy for you to put on and take off.","Adjustable Thread Beaded Bracelets","Boho Chic","Green","Bracelets","","","Beaded, friendship, thread, adjustable, purple, grey",310,"18028LBRN","Nylon thread with glass and plastic beads | Hand-made","Adjustable | Style # 18028","Designed in the USA",6,14.99
"18028LBRN","800","Dainty in size, but big in style! Less is more often times and this season we have a trio of what may be your new staple pieces you wear every day. An adjustable pull cord closure makes these one size fits all and so easy for you to put on and take off.","Adjustable Thread Beaded Bracelets","Boho Chic","Brown","Bracelets","","","Beaded, friendship, thread, adjustable, green, yellow",310,"18028LBRN","Nylon thread with glass and plastic beads | Hand-made","Adjustable | Style # 18028","Designed in the USA",6,14.99
"18028LBLK","800","Dainty in size, but big in style! Less is more often times and this season we have a trio of what may be your new staple pieces you wear every day. An adjustable pull cord closure makes these one size fits all and so easy for you to put on and take off.","Adjustable Thread Beaded Bracelets","Boho Chic","Black","Bracelets","","","Beaded, friendship, thread, adjustable, brown, white, grey",310,"18028LBRN","Nylon thread with glass and plastic beads | Hand-made","Adjustable | Style # 18028","Designed in the USA",6,14.99
"18030LCPR","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Coper, Brown, Turquoise, and Light Pink are wrapped around an imitation gold brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Brown","Bracelets","Gold","","Open bangle, skinny bangle, thread wrapped, brown, teal, pink, cuff, bracelet",300,"18030LSLV","Gold toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LGLD","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Gold, Reddish Brown, Peach, and Yellow/Green are wrapped around an imitation gold toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Pink","Bracelets","Gold","","Open bangle, skinny bangle, thread wrapped, gold, pink, light, green, cuff, bracelet",300,"18030LSLV","Gold toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LTAN","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Tan, Black/Gold, and Orange are wrapped around an imitation gold toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Tan/Beige","Bracelets","Gold","","Open bangle, skinny bangle, thread wrapped, gold, brown, cuff, bracelet",300,"18030LSLV","Gold toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LGRY","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Grey, Blue/Gold, and Green are wrapped around an imitation gold toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Green","Bracelets","Gold","","Open bangle, skinny bangle, thread wrapped, grey, green, cuff, bracelet",300,"18030LSLV","Gold toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LSLV","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Navy, Bright Blue, and Red are wrapped around an imitation silver toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Navy","Bracelets","Silver","","Open bangle, skinny bangle, thread wrapped, blue, red, silver, black, cuff, bracelet",300,"18030LSLV","Silver toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LTRQ","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Turquoise, Green, and Grey are wrapped around an imitation silver toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Turquoise","Bracelets","Silver","","Open bangle, skinny bangle, thread wrapped, green, grey, teal, cuff, bracelet",300,"18030LSLV","Silver toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LLBL","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Light Blue, Pink, Silver, and Bright Blue are wrapped around an imitation silver toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Blue","Bracelets","Silver","","Open bangle, skinny bangle, thread wrapped, light blue, pink, cuff, bracelet",300,"18030LSLV","Silver toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18030LBLK","800","This fun bracelets showcases the hottest colors this season! Wearing your favorite basic tee and need to add some color? Pops of Black, White, Silver, and Grey are wrapped around an imitation silver toned brass cuff and will complement your style flawlessly!","Thread Wrapped Cuff Bracelet","Boho Chic","Black","Bracelets","Silver","","Open bangle, skinny bangle, thread wrapped, black, white grey, cuff, bracelet",300,"18030LSLV","Silver toned plating over brass with colorful thread-wrapped accents","Adjustable | Style # 18030","Designed in the USA",4.25,9.99
"18031LSKB","800","This silver toned brass cuff filled with sky blue enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Light Blue Enamel Bracelet","Novelty","Light Blue","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LRYB","800","This silver toned brass cuff filled with royal blue enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Royal Blue Enamel Bracelet","Novelty","Blue","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LDKB","800","This silver toned brass cuff filled with dark blue enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Navy Blue Enamel Bracelet","Novelty","Navy","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LPRP","800","This silver toned brass cuff filled with purple enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Purple Enamel Bracelet","Novelty","Purple","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LBLK","800","This silver toned brass cuff filled with black enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Black Enamel Bracelet","Novelty","Black","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LGRY","800","This silver toned brass cuff filled with grey enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Grey Enamel Bracelet","Novelty","Grey","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
"18031LSLV","800","This silver toned brass cuff filled with silver enamel makes for a great stacking accessory. Whether you’re matching your outfit, representing your favorite team, or choosing your favorite color with your best friend, these are sure to satisfy any and all purposes! Choose your colors and stack away.","Silver Enamel Bracelet","Novelty","Silver","Bracelets","Silver","","Bangle, Skinny, Pantone, Team Colors, Stackable, Cuff, Bracelet",280,"18031LBLK","Silver Toned Plating Over Brass With Enamel Accent","Adjustable | Style # 18031","Designed In The USA",3,6.99
