"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"34719152","900","These Black  Metal Crimp Beads offer a professional quality solution to conceal the knots at the ends of beaded strands and also to connect these ends to your clasp. The clam style cup fits over the knot or the crimp tube of your cording or wire and can be closed with pliers. Once closed, the bead tip resembles a bead with a loop at the top, which can then be connected to the rest of your design!","40pc Black  Metal Crimp Covers","Findings","Black","Black","Base Metal","Crimp Beads and Tubes","",,"Black","","","40pc","Findings, Black, Black, Base, Metal, Crimp, Beads, Tubes, Black, 40Pc, Crimp, Beads, Black","N","N",999999,"",2,3.99,1705,"https://www.cousindiy.com/diyimages/34719152.jpg, https://www.cousindiy.com/diyimages/34719152-2.jpg, https://www.cousindiy.com/diyimages/34719152-3.jpg, https://www.cousindiy.com/diyimages/34719152-4.jpg, https://www.cousindiy.com/diyimages/34719152-5.jpg","Findings","Crimp Beads and Tubes","Base Metal"
"39494145","900","Design truly refined jewelry with these  Flower Rose Gold Plated Metal Connectors , designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","2pc  Flower Rose Gold Plated Metal Connectors","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Connectors","Flower",,"Rose Gold","Rose Gold, Copper","9x15mm","2pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Connectors, Rose, Gold, 9X15Mm, 2Pc, Flower, Connectors, Rose, Gold","N","N",999999,"",2.5,4.99,1385,"https://www.cousindiy.com/diyimages/39494145.jpg, https://www.cousindiy.com/diyimages/39494145-2.jpg, https://www.cousindiy.com/diyimages/39494145-3.jpg, https://www.cousindiy.com/diyimages/39494145-4.jpg, https://www.cousindiy.com/diyimages/39494145-5.jpg","Real and Plated Metals","Connectors","Rose Gold Plated"
"34734550","900","Captivate your little crafters with this Multi-Color Pirate Acrylic Beady Buddy Kit . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","537pc Multi-Color Pirate Acrylic Beady Buddy Kit","Kids, Kits","Multi","Multi","Acrylic","Craft Kits","Pirate",,"","","","537pc",", Pirate, Beady, Buddy, Kit","N","N",999999,"0.0",3.25,6.49,477,"https://www.cousindiy.com/diyimages/34734550.jpg, https://www.cousindiy.com/diyimages/34734550-2.jpg, https://www.cousindiy.com/diyimages/34734550-3.jpg, https://www.cousindiy.com/diyimages/34734550-4.jpg, https://www.cousindiy.com/diyimages/34734550-5.jpg","Kids","Craft Kits","Acrylic"
"34734600","900","Captivate your little crafters with these Colors of the Rainbow  Pony Beads . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages! This package also serves as a storage!","430+pc Colors of the Rainbow  Pony Beads In Organizer","Kids, Kits","Multi","Multi","Plastic","Pony Beads","",,"","","6x9mm","430+pc","Craft, Round, Mix, Assortment, Storage","N","N",999999,"0.0",5,10,281,"https://www.cousindiy.com/diyimages/34734600.jpg, https://www.cousindiy.com/diyimages/34734600-2.jpg, https://www.cousindiy.com/diyimages/34734600-3.jpg, https://www.cousindiy.com/diyimages/34734600-4.jpg, https://www.cousindiy.com/diyimages/34734600-5.jpg","Kids","Pony Beads","Plastic"
"34780229","900","This Black Twisted Nylon Rope Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","58in Black Twisted Nylon Rope","Cording and Wire","Black","Black","Nylon","Ropes","Twisted",,,"","58in","58in","Black, Nylon, 58In, Ropes, Nylon, Black, Rope","N","N",999999,"",2.5,4.99,319,"https://www.cousindiy.com/diyimages/34780229.jpg, https://www.cousindiy.com/diyimages/34780229-2.jpg, https://www.cousindiy.com/diyimages/34780229-3.jpg, https://www.cousindiy.com/diyimages/34780229-4.jpg, https://www.cousindiy.com/diyimages/34780229-5.jpg","Cording and Wire","Ropes","Nylon"
"34780277","900","This Jungle Woven Nylon Rope Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","6.6ft Jungle Woven Nylon Rope","Cording and Wire","Green, Brown, Blue, Black","Multi","Nylon","Ropes","Woven",,,"","6.6ft","6.6ft","Green, Brown, Blue, Black, Nylon, 6. 6Ft, Ropes, Green, Orange, Blue, Cord","N","N",999999,"",2,3.99,450,"https://www.cousindiy.com/diyimages/34780277.jpg, https://www.cousindiy.com/diyimages/34780277-2.jpg, https://www.cousindiy.com/diyimages/34780277-3.jpg, https://www.cousindiy.com/diyimages/34780277-4.jpg, https://www.cousindiy.com/diyimages/34780277-5.jpg","Cording and Wire","Ropes","Nylon"
"34718001","900","This versatile Antique Gold Cable Aluminum Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","100in Antique Gold Cable Aluminum Chain","Chains","Antique Gold","Gold","Base Metal","Chain","Cable",,"Antique Gold","Aluminum","100inx2.8mm","100in","Small, Oval, Chain, Antique, Gold","N","N",999999,"",2,3.99,3028,"https://www.cousindiy.com/diyimages/34718001.jpg, https://www.cousindiy.com/diyimages/34718001-2.jpg, https://www.cousindiy.com/diyimages/34718001-3.jpg, https://www.cousindiy.com/diyimages/34718001-4.jpg, https://www.cousindiy.com/diyimages/34718001-5.jpg","Chains","Chain","Base Metal"
"34718002","900","This versatile Silver Cable Aluminum Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","100in Silver Cable Aluminum Chain","Chains","Silver","Silver","Base Metal","Chain","Cable",,"Silver","Aluminum","100inx4mm","100in","Silver, Base, Metal, Aluminum, 100In, Chain, Small, Oval, Chain, Silver","N","N",999999,"",2,3.99,247,"https://www.cousindiy.com/diyimages/34718002.jpg, https://www.cousindiy.com/diyimages/34718002-2.jpg, https://www.cousindiy.com/diyimages/34718002-3.jpg, https://www.cousindiy.com/diyimages/34718002-4.jpg, https://www.cousindiy.com/diyimages/34718002-5.jpg","Chains","Chain","Base Metal"
"34718009","900","This versatile Black Curb Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","46in Black Curb Metal Chain","Chains","Black","Black","Base Metal","Chain","Curb",,"Black","Iron","46inx2.9mm","46in","Black, Base, Metal, Iron, 46In, Chain, Small, Flat, Chain, Black,","N","N",999999,"",2,3.99,89,"https://www.cousindiy.com/diyimages/34718009.jpg, https://www.cousindiy.com/diyimages/34718009-2.jpg, https://www.cousindiy.com/diyimages/34718009-3.jpg, https://www.cousindiy.com/diyimages/34718009-4.jpg, https://www.cousindiy.com/diyimages/34718009-5.jpg","Chains","Chain","Base Metal"
"34718025","900","This versatile Black Curb Aluminum Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","30in Black Curb Aluminum Chain","Chains","Black","Black","Base Metal","Chain","Curb",,"Black","Aluminum","30inx8.7mm","30in","Black, Base, Metal, Aluminum, 30In, Chain, Large, Curb, Chain, Black,","N","N",999999,"",2,3.99,308,"https://www.cousindiy.com/diyimages/34718025.jpg, https://www.cousindiy.com/diyimages/34718025-2.jpg, https://www.cousindiy.com/diyimages/34718025-3.jpg, https://www.cousindiy.com/diyimages/34718025-4.jpg, https://www.cousindiy.com/diyimages/34718025-5.jpg","Chains","Chain","Base Metal"
"34734263","900","This Natural  Hemp Cord is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","100yd Natural  Hemp Cord","Cording and Wire","Natural","Beige","Hemp","Natural Cords","",,,"","10LB","100yd","Cording, &, Wire, Natural, Tan, Hemp, Natural, Cords, 10Lb, 1Pc, Cord, Natural","N","N",999999,"",2.5,4.99,656,"https://www.cousindiy.com/diyimages/34734263.jpg, https://www.cousindiy.com/diyimages/34734263-2.jpg, https://www.cousindiy.com/diyimages/34734263-3.jpg, https://www.cousindiy.com/diyimages/34734263-4.jpg, https://www.cousindiy.com/diyimages/34734263-5.jpg","Cording and Wire","Natural Cords","Hemp"
"34734280","900","This Natural 2Ply Jute Cord Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","1pc Natural 2Ply Jute Cord","Cording and Wire","Natural","Beige","Jute","Natural Cords","2Ply",,,"","20lb","1pc","Cording, &, Wire, Natural, Tan, Jute, Natural, Cords, 20Lb, 1Pc, 2Ply, Cord, Natural","N","N",999999,"",1.5,2.99,1038,"https://www.cousindiy.com/diyimages/34734280.jpg, https://www.cousindiy.com/diyimages/34734280-2.jpg, https://www.cousindiy.com/diyimages/34734280-3.jpg, https://www.cousindiy.com/diyimages/34734280-4.jpg, https://www.cousindiy.com/diyimages/34734280-5.jpg","Cording and Wire","Natural Cords","Jute"
"34734153","900","These trendy Neon Colors Star Acrylic Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","40+pc Neon Colors Star Acrylic Beads","Beads, Kids","Blue, Yellow, Orange, Pink","Multi","Acrylic","Acrylic-Plastic Beads","Star",,,"","","40+pc",", Wood, Acrylic, Star, Multicolor","N","N",999999,"",1.5,2.99,1418,"https://www.cousindiy.com/diyimages/34734153.jpg, https://www.cousindiy.com/diyimages/34734153-2.jpg, https://www.cousindiy.com/diyimages/34734153-3.jpg, https://www.cousindiy.com/diyimages/34734153-4.jpg, https://www.cousindiy.com/diyimages/34734153-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"34734163","900","These trendy Bright Colors Circle, Oval Acrylic Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","60+pc Bright Colors Circle, Oval Acrylic Beads","Beads, Kids","Pink. Blue, Purple, Green","Multi","Acrylic","Acrylic-Plastic Beads","Circle, Oval",,,"","","60+pc","Acrylic, Multicolor, Disk, Large","N","N",999999,"",2.5,4.99,757,"https://www.cousindiy.com/diyimages/34734163.jpg, https://www.cousindiy.com/diyimages/34734163-2.jpg, https://www.cousindiy.com/diyimages/34734163-3.jpg, https://www.cousindiy.com/diyimages/34734163-4.jpg, https://www.cousindiy.com/diyimages/34734163-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"3472703","900","This versatile Bronze Assorted Chain Assortment provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","5pc Bronze Assorted Metal Chain","Chains","Bronze","Brown","Base Metal","Chain","Assorted",,"Brown","","","5pc","Bronze, Base, Metal, Chain, Chain, Assortment,","N","N",999999,"",5,9.99,110,"https://www.cousindiy.com/diyimages/3472703.jpg, https://www.cousindiy.com/diyimages/3472703-2.jpg, https://www.cousindiy.com/diyimages/3472703-3.jpg, https://www.cousindiy.com/diyimages/3472703-4.jpg, https://www.cousindiy.com/diyimages/3472703-5.jpg","Chains","Chain","Base Metal"
"34733002","900","Create unique pieces of jewelry that everyone will love with Brown, Tan Barrel, Circle Wood Bead Mix . Whether you are designing necklaces, bracelets, earrings or more. These beads will make your creations stand out amongst the rest!","150G Brown, Tan Barrel, Circle Wood Bead Mix","Beads","Brown, Tan","Brown","Wood","Wood Beads","Barrel, Circle",,,"",,"150G","Beads, Brown, Tan, Brown, Wood, Wood, Beads, 150G, Barrel, Circle, Bead, Mix, Brown, Tan","N","N",999999,"",2,3.99,337,"https://www.cousindiy.com/diyimages/34733002.jpg, https://www.cousindiy.com/diyimages/34733002-2.jpg, https://www.cousindiy.com/diyimages/34733002-3.jpg, https://www.cousindiy.com/diyimages/34733002-4.jpg, https://www.cousindiy.com/diyimages/34733002-5.jpg","Beads","Wood Beads","Wood"
"34719166","900","Use these Bright Silver Flat Metal Head Pins to connect different elements of your design. They can be used for drop charms, creating dangles or threading.","140pc Bright Silver Flat Metal Head Pins","Findings","Bright Silver","Silver","Base Metal","Head Pins","Flat",,"Silver","Iron","2in","140pc","Findings, Bright, Silver, Silver, Base, Metal, Head, Pins, Silver, 2In, 140Pc, Flat, Head, Pins, Bright, Silver","N","N",999999,"",2,3.99,276,"https://www.cousindiy.com/diyimages/34719166.jpg, https://www.cousindiy.com/diyimages/34719166-2.jpg, https://www.cousindiy.com/diyimages/34719166-3.jpg, https://www.cousindiy.com/diyimages/34719166-4.jpg, https://www.cousindiy.com/diyimages/34719166-5.jpg","Findings","Head Pins","Base Metal"
"34719172","900","These Silver Lobster Claw Metal Clasps are essential elements in jewelry making. Use them to clasp chain, wire, and thread.  A must-have for jewelry makers!","5pc Silver Lobster Claw Metal Clasps","Findings","Silver","Silver","Base Metal","Clips and Clasps","Lobster Claw",,"Silver","","","5pc","""Program, #, 51321, 34719172, 016321068315, Jewelry, Basics, Findings, 34719-172, 5Pc, Medium, Deco, Lobster, Silver, 5, Piece, Med, Deco, Lobster, Silver, ""","N","N",999999,"",2,3.99,981,"https://www.cousindiy.com/diyimages/34719172.jpg, https://www.cousindiy.com/diyimages/34719172-2.jpg, https://www.cousindiy.com/diyimages/34719172-3.jpg, https://www.cousindiy.com/diyimages/34719172-4.jpg, https://www.cousindiy.com/diyimages/34719172-5.jpg","Findings","Clips and Clasps","Base Metal"
"34734119","900","Captivate your little crafters with these Yellow  Plastic Pony Beads . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","250pc Yellow  Plastic Pony Beads","Beads, Kids","Yellow","Yellow","Plastic","Pony Beads","",,,"","6x9mm","250pc","Yellow, Plastic, 6X9Mm, Pony, Beads, Acrylic/Plastic, Beads, Craft, Round","N","N",999999,"",1,1.99,1076,"https://www.cousindiy.com/diyimages/34734119.jpg, https://www.cousindiy.com/diyimages/34734119-2.jpg, https://www.cousindiy.com/diyimages/34734119-3.jpg, https://www.cousindiy.com/diyimages/34734119-4.jpg, https://www.cousindiy.com/diyimages/34734119-5.jpg","Beads","Pony Beads","Plastic"
"34734215","900","Captivate your little crafters with these Black  Plastic Craft Lace . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","20yd Black  Plastic Craft Lace","Cording and Wire, Kids","Black","Black","Plastic","Fashion Cords","",,,"","20yd","20yd","Black, Plastic, 20Yd, Fashion, Cords, Black, Craft, Lace, Cord","N","N",999999,"",1,1.99,560,"https://www.cousindiy.com/diyimages/34734215.jpg, https://www.cousindiy.com/diyimages/34734215-2.jpg, https://www.cousindiy.com/diyimages/34734215-3.jpg, https://www.cousindiy.com/diyimages/34734215-4.jpg, https://www.cousindiy.com/diyimages/34734215-5.jpg","Cording and Wire","Fashion Cords","Plastic"
"37600069","900","Silver   Create your own cuff bracelet with this LAURdiy Silver Purple Cuff Bracelet Mini DIY Kit. This kit features silver and purple colors. LAURdiy Mini Kits are perfect for gift-giving!","1pc Silver  Laurdiy Cuff Bracelet Mini Diy Kit","LAURdiy","Silver","Multi","Base Metal","Jewelry Kits","",,"Silver","Brass","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Diy, Jewelry, Making, Purple, Laurdiy, Lauren, Riihimaki","","N",999999,"",6.5,12.99,787,"https://www.cousindiy.com/diyimages/37600069.jpg, https://www.cousindiy.com/diyimages/37600069-2.jpg, https://www.cousindiy.com/diyimages/37600069-3.jpg, https://www.cousindiy.com/diyimages/37600069-4.jpg, https://www.cousindiy.com/diyimages/37600069-5.jpg","LAURdiy","Jewelry Kits","Base Metal"
"39494137","900","Design truly refined jewelry with these  Spiral Rose Gold Plated Metal Connectors , designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","1Set  Spiral Rose Gold Plated Metal Connectors","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Connectors","Spiral",,"Rose Gold","Rose Gold, Copper","10x14mm","1Set","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Connectors, Rose, Gold, 10X14Mm, 1Set, Spiral, Connectors, Rose, Gold","N","N",999999,"",2.5,4.99,1460,"https://www.cousindiy.com/diyimages/39494137.jpg, https://www.cousindiy.com/diyimages/39494137-2.jpg, https://www.cousindiy.com/diyimages/39494137-3.jpg, https://www.cousindiy.com/diyimages/39494137-4.jpg, https://www.cousindiy.com/diyimages/39494137-5.jpg","Real and Plated Metals","Connectors","Rose Gold Plated"
"39494141","900","Design truly refined jewelry with these  Flower Rose Gold Plated Metal Charms ! Make your jewelry projects a fashion standard. Embellish any piece with these to express your style or to create a custom gift.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","1pc  Flower Rose Gold Plated Metal Charms","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Charms","Flower",,"Rose Gold","Rose Gold, Copper","16x19mm","1pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Charms, Rose, Gold, 16X19Mm, 1Pc, Flower, Charms, Rose, Gold","N","N",999999,"",2.5,4.99,2584,"https://www.cousindiy.com/diyimages/39494141.jpg, https://www.cousindiy.com/diyimages/39494141-2.jpg, https://www.cousindiy.com/diyimages/39494141-3.jpg, https://www.cousindiy.com/diyimages/39494141-4.jpg, https://www.cousindiy.com/diyimages/39494141-5.jpg","Real and Plated Metals","Charms","Rose Gold Plated"
"34780228","900","This Silver Twisted Nylon Rope Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","58in Silver Twisted Nylon Rope","Cording and Wire","Silver","Silver","Nylon","Ropes","Twisted",,,"","58in","58in","Silver, Nylon, 58In, Ropes, Nylon, Silver, Rope","N","N",999999,"",2.5,4.99,532,"https://www.cousindiy.com/diyimages/34780228.jpg, https://www.cousindiy.com/diyimages/34780228-2.jpg, https://www.cousindiy.com/diyimages/34780228-3.jpg, https://www.cousindiy.com/diyimages/34780228-4.jpg, https://www.cousindiy.com/diyimages/34780228-5.jpg","Cording and Wire","Ropes","Nylon"
"34780261","900","This Blue Flat Faux Leather Ribbon Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","5ft Blue Flat Faux Leather Ribbon","Cording and Wire","Blue","Blue","Faux Leather","Ribbons","Flat",,,"","5ft","5ft","Faux, Leather, Blue, Flat, Cord","N","N",999999,"",1.75,3.49,574,"https://www.cousindiy.com/diyimages/34780261.jpg, https://www.cousindiy.com/diyimages/34780261-2.jpg, https://www.cousindiy.com/diyimages/34780261-3.jpg, https://www.cousindiy.com/diyimages/34780261-4.jpg, https://www.cousindiy.com/diyimages/34780261-5.jpg","Cording and Wire","Ribbons","Faux Leather"
"39494142","900","Design truly refined jewelry with these  Flower Rose Gold Plated Metal Connectors , designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","2pc  Flower Rose Gold Plated Metal Connectors","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Connectors","Flower",,"Rose Gold","Rose Gold, Copper","15mm","2pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Connectors, Rose, Gold, 15Mm, 2Pc, Flower, Connectors, Rose, Gold","N","N",999999,"",2.5,4.99,2608,"https://www.cousindiy.com/diyimages/39494142.jpg, https://www.cousindiy.com/diyimages/39494142-2.jpg, https://www.cousindiy.com/diyimages/39494142-3.jpg, https://www.cousindiy.com/diyimages/39494142-4.jpg, https://www.cousindiy.com/diyimages/39494142-5.jpg","Real and Plated Metals","Connectors","Rose Gold Plated"
"34738033","900","These trendy Tanned Round Snakeskin Acrylic Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","3pc Tanned Round Snakeskin Acrylic Beads","Beads","Tan","Beige","Acrylic","Acrylic-Plastic Beads","Round Snakeskin",,,"","","3pc","3Pc, Snakeskin, Textured, Round, Brown","N","N",999999,"",2,3.99,97,"https://www.cousindiy.com/diyimages/34738033.jpg, https://www.cousindiy.com/diyimages/34738033-2.jpg, https://www.cousindiy.com/diyimages/34738033-3.jpg, https://www.cousindiy.com/diyimages/34738033-4.jpg, https://www.cousindiy.com/diyimages/34738033-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"34743037","900","Make your very own bracelet with this Silver flat Popcorn Metal Chain Bracelet Base ! Perfect for adding on beads or charms to create a custom design.","1pc Silver flat Popcorn Metal Chain Bracelet Base","Jewelry Bases","Silver","Silver","Base Metal","Bracelets","flat Popcorn",,"Silver","Iron","8in","1pc","Round","","N",999999,"",3,5.99,440,"https://www.cousindiy.com/diyimages/34743037.jpg, https://www.cousindiy.com/diyimages/34743037-2.jpg, https://www.cousindiy.com/diyimages/34743037-3.jpg, https://www.cousindiy.com/diyimages/34743037-4.jpg, https://www.cousindiy.com/diyimages/34743037-5.jpg","Jewelry Bases","Bracelets","Base Metal"
"39910117","900","This Silver, Brown, Smoked Topaz Coffee And Bean Swarovski Charm with crystals from Swarovski® is the ideal collectible piece. Use them to create a look that is unique to you and mark life’s unforgettable moments. Excellent product quality, great for adding a dazzling accent to jewelry, keys and more, and they have an unmistakable sparkle that catches the eye.","1pc Silver, Brown, Smoked Topaz Coffee And Bean Swarovski Charm","Swarovski","Silver, Brown, Smoked Topaz","Brown","Base Metal, Crystal","Charms","Coffee And Bean",,"Silver","","28mm","1pc","Swarovski, Charms, &, Accents, Silver, Brown, Smoked, Topaz, Brown, Base, Metal, Crystal, Charms, Silver, 28Mm, 1Pc, Coffee, Bean, Charm, Silver, Brown, Smoked, Topaz","N","N",999999,"",3,5.99,325,"https://www.cousindiy.com/diyimages/39910117.jpg, https://www.cousindiy.com/diyimages/39910117-2.jpg, https://www.cousindiy.com/diyimages/39910117-3.jpg, https://www.cousindiy.com/diyimages/39910117-4.jpg, https://www.cousindiy.com/diyimages/39910117-5.jpg","Swarovski","Charms","Base Metal"
"34863114","900","Captivate your little crafters with these Pastel Colors Round, Faceted, Mermaid Plastic Beads . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","720pc Pastel Colors Round, Faceted, Mermaid Plastic Beads In Organizer","Beads, Kids","Purple, Blue, Green","Purple","Plastic","Acrylic-Plastic Beads","Round, Faceted, Mermaid",,,"","7x6x.75x1in","720pc","Kids, Beads, Design, Storage, Purple, Blue, Green, Purple, Plastic, Acrylic/Plastic, Beads, Organizers, 7X6X. 75X1In, 720Pc, Round, Faceted, Mermaid, Beads, In, Shaped, Organizer, Pastel, Colors","N","N",999999,"",4.495,8.99,135,"https://www.cousindiy.com/diyimages/34863114.jpg, https://www.cousindiy.com/diyimages/34863114-2.jpg, https://www.cousindiy.com/diyimages/34863114-3.jpg, https://www.cousindiy.com/diyimages/34863114-4.jpg, https://www.cousindiy.com/diyimages/34863114-5.jpg","Beads","Acrylic-Plastic Beads","Plastic"
"37600005","900","Create your own jewelry with this LAURdiy Galaxy DIY Jewelry Kit. This kit includes 3 projects with easy-to-follow instructions. Each large LAURdiy kit includes 1 collectible LAURdiy bracelet. Collect them all!","1pc   Laurdiy Galaxy Diy Jewelry Kit","LAURdiy","Silver","Silver","Base Metal","Jewelry Kits","",,"Silver","Zinc, Copper","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Diy, Kit, Kit, Laurdiy, Lauren, Riihimaki","","N",999999,"",12.5,24.99,109,"https://www.cousindiy.com/diyimages/37600005.jpg, https://www.cousindiy.com/diyimages/37600005-2.jpg, https://www.cousindiy.com/diyimages/37600005-3.jpg, https://www.cousindiy.com/diyimages/37600005-4.jpg, https://www.cousindiy.com/diyimages/37600005-5.jpg","LAURdiy","Jewelry Kits","Base Metal"
"37600025","900","Turquoise   The LAURdiy Ring Mandrel can be used to easily make wire-wrapped rings in your size. This mandrel is easy to use, light-weight, and would be a nice addition to your jewelry making supplies. This mandrel comes in turquoise.","1pc Turquoise  Laurdiy Ring Mandrel","LAURdiy","Turquoise","Turquoise","Plastic","Misc Tools","",,,"","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Ring, Mandrel, Organization, Laurdiy, Lauren, Riihimaki","","N",999999,"",4,7.99,990,"https://www.cousindiy.com/diyimages/37600025.jpg, https://www.cousindiy.com/diyimages/37600025-2.jpg, https://www.cousindiy.com/diyimages/37600025-3.jpg, https://www.cousindiy.com/diyimages/37600025-4.jpg, https://www.cousindiy.com/diyimages/37600025-5.jpg","LAURdiy","Misc Tools","Plastic"
"34734429","900","This Pink  Satin Cord Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","24ft Pink  Satin Cord","Cording and Wire","Pink","Pink","Satin","Fashion Cords","",,,"","24ft","24ft","Pink, Satin, 24Ft, Fashion, Cords, Pink, Satin, Cord","N","N",999999,"",2,3.99,442,"https://www.cousindiy.com/diyimages/34734429.jpg, https://www.cousindiy.com/diyimages/34734429-2.jpg, https://www.cousindiy.com/diyimages/34734429-3.jpg, https://www.cousindiy.com/diyimages/34734429-4.jpg, https://www.cousindiy.com/diyimages/34734429-5.jpg","Cording and Wire","Fashion Cords","Satin"
"34734512","900","Captivate your little crafters with these Bright Colors Wheel DIY Plastic Stretch Bracelets . Perfect for parties, camp activities, and Me and You time. The endless potential to make will inspire kids of all ages!","330+pc Bright Colors Wheel Diy Plastic Stretch Bracelets","Kids, Kits","Multi","Multi","Acrylic","Jewelry Kits","Wheel",,"","","","330+pc",", Acrylic, Wheel, Mix, Cord","N","N",999999,"0.0",2.5,4.99,504,"https://www.cousindiy.com/diyimages/34734512.jpg, https://www.cousindiy.com/diyimages/34734512-2.jpg, https://www.cousindiy.com/diyimages/34734512-3.jpg, https://www.cousindiy.com/diyimages/34734512-4.jpg, https://www.cousindiy.com/diyimages/34734512-5.jpg","Kids","Jewelry Kits","Acrylic"
